1.348101,1.306064,1.314187,1.395329,1.555714,1.760532,2.382394,3.337421,5.275218,9.959898,17.484255,33.998488,62.503557,119.687218,240.698642,502.453162,809.518999,1516.007589,3240.111720,0.001940
5.007862,4.851759,4.986810,5.197890,5.566008,6.386797,7.721406,9.969139,14.019231,21.932129,36.252233,58.683679,102.027990,188.237830,341.355350,613.364300,1212.524600,2316.985900,4055.594500
1.243944,1.482063,1.544599,1.610334,1.732169,1.988739,2.035568,2.330515,2.507045,2.872492,3.049527,3.358551,4.019860,5.312516,6.017091,5.218694,5.076426,5.198884,5.667170,6.065100
4.859297,5.108653,5.245294,5.409404,5.619112,5.852188,6.226919,6.605243,7.250949,7.602068,8.543940,9.661216,11.086416,12.076444,12.995273,13.870584,13.955025,14.077843,14.726757,15.092191
1.261492,1.395485,1.386167,1.386427,1.352188,1.379308,1.414458,1.349192,1.376070,1.381737,1.370642,1.678019,1.635390,1.806452,1.649889,1.900113,1.850637,1.873459,1.798543,2.056523
4.860940,4.962866,4.967269,5.010249,4.988054,5.098534,5.121926,5.197449,5.205861,5.233763,5.293850,5.557456,5.760963,5.846499,5.999998,6.089944,6.034840,5.946901,6.124605,6.074968
1.583851,1.493291,1.548171,1.479936,1.560205,1.572276,1.679890,1.731781,1.579452,1.344438,1.258673,1.269540,1.272615,1.260237,1.309205,1.268755,1.271016,1.259123,1.290098,1.297122
4.917017,4.875843,4.863839,5.047500,5.531136,5.361252,5.555314,5.636079,5.653711,5.550873,5.623195,5.607033,5.431888,5.894055,5.507699,5.120061,5.541122,5.478405,5.048117,5.265918
1.243849,1.241904,1.242219,1.240576,1.247346,1.245775,1.240849,1.236909,1.247877,1.259386,1.254081,1.254153,1.272836,1.280230,1.280022,1.245182,1.270258,1.268293,1.262299,1.280878
4.913974,5.188721,5.153642,5.395743,5.641155,5.308453,5.900386,5.390216,5.632548,5.763513,5.719828,5.488961,5.691564,5.438294,5.118439,5.365726,5.528058,5.386155,5.087746,4.988689
1.238477,1.247688,1.237778,1.241567,1.243125,1.258222,1.244563,1.240515,1.247255,1.247139,1.248592,1.238106,1.240136,1.248773,1.257316,1.255564,1.253730,1.258715,1.252731,1.251411
5.528521,5.490179,5.767565,5.899336,5.779243,5.844301,5.675079,5.908464,5.580716,5.501069,5.465470,5.217973,5.522618,5.330323,5.295897,5.309659,5.136313,5.090607,4.887992,4.887890
1.252768,1.244297,1.244295,1.244662,1.245744,1.245722,1.252243,1.241838,1.248440,1.245841,1.245457,1.247530,1.253739,1.241599,1.245693,1.250219,1.250347,1.242425,1.248267,1.261007
5.802963,5.614939,5.519932,5.901991,5.683462,5.598885,5.551388,5.741441,5.588090,5.383923,5.087422,5.013864,5.088878,5.132389,5.092569,4.941144,4.962568,4.983446,4.957722,4.938772
1.258497,1.250746,1.249816,1.253341,1.244179,1.254364,1.251213,1.249779,1.249179,1.260731,1.249938,1.247234,1.251442,1.245632,1.259471,1.254101,1.259819,1.256506,1.247681,1.248558
4.863226,4.860526,4.864882,4.861579,4.865712,4.869110,4.860404,4.872021,4.858235,5.134606,5.006130,5.012314,5.299674,5.129715,5.518524,5.285580,5.095180,5.192419,5.193724,5.120174,5.103665,5.136206,5.117918,5.439449,5.274719,5.284253,5.310563,5.655294,5.192361,5.305726,5.249759,5.013677,5.077790,5.647252,5.199309,5.494313,5.724025,5.230610,5.481129,5.106715,5.113895,5.283243,5.189384,5.108993,5.340463,5.327344,5.253857,5.145676,5.155672,5.322574,5.544635,5.259567,5.611219,5.128894,5.073493,5.390012,5.476932,5.551416,5.453383,5.286882,5.139076,5.356487,5.849944,5.230769,4.935083,4.900023,5.584114,5.556095,5.686238,5.215847,5.584470,5.574900,5.297258,5.150833,5.208766,5.135609,5.055039,5.492539,5.660469,5.583108,5.127599,5.281901,5.372931,5.454549,4.899820,5.359430,4.973036,4.987196,5.283591,5.298764,5.195788,5.310818,5.179015,5.329302,5.252189,5.359665,5.066313,5.320106,5.597566,5.134591
1.271571,1.263218,1.256614,1.263085,1.274826,1.268850,1.264974,1.270055,1.273530,1.271329,1.261250,1.263202,1.265196,1.262653,1.268628,1.258779,1.260280,1.260156,1.263469,1.252361
4.859792,4.909425,4.919747,5.027195,4.908444,4.910124,4.931949,4.926441,4.909611,4.938455,4.955077,4.944052,5.044028,4.963181,5.049067,5.444976,5.012663,5.234014,5.557232,5.138716,5.329203,5.085687,5.256845,5.237385,5.230174,5.443204,5.186016,4.947799,5.254335,4.924236,4.859111,5.589877,5.093949,5.337890,5.228599,5.602411,5.516422,5.162316,5.420139,5.185493,5.246762,5.453127,5.302282,5.275495,5.147902,5.447142,5.373908,5.398029,5.269177,5.057764,5.498686,5.617001,5.318501,5.038785,5.036344,5.299246,5.056565,4.946320,4.996129,5.716925,5.439644,5.391430,5.059438,5.561109,5.095001,5.318180,4.986544,5.193239,5.329244,5.538181,5.429756,5.321578,5.487037,5.144252,5.685655,5.941226,5.765409,5.887899,4.989459,5.142287,5.479410,5.005527,5.283130,5.413310,5.566255,5.140021,4.916439,4.858870,5.281097,4.965805,5.119856,5.589568,5.446672,5.362129,5.074836,5.126915,4.963663,4.861241,4.862285,4.960331
1.241726,1.241376,1.241913,1.241177,1.239347,1.244039,1.247831,1.247342,1.236664,1.252704,1.257884,1.247829,1.245650,1.243764,1.248232,1.246428,1.243925,1.247368,1.249191,1.276576
4.931903,4.864304,4.860902,4.876037,4.967479,4.856319,5.038396,5.099678,5.210868,5.009299,5.645870,5.099748,5.216107,5.433067,5.247395,5.555987,5.464671,5.401752,5.312939,5.371788,5.068657,5.082547,5.030919,5.217200,5.077489,5.088229,5.057611,5.128735,5.098547,5.022051,4.989544,5.134633,5.048924,5.418422,5.297271,5.131257,5.479241,5.352688,5.325525,5.218440,5.232183,5.494832,5.419442,5.462573,5.408939,5.609561,5.161485,5.411029,5.256802,5.526060,5.448430,5.146983,5.314143,5.404316,5.425261,5.081195,5.049943,5.720498,5.388847,5.268821,5.345508,5.199465,5.287939,5.528997,5.568146,4.984401,5.276384,5.310761,5.078060,5.260102,5.437421,5.190255,5.207755,5.038151,5.591838,5.164689,5.274743,5.220910,5.021991,4.980449,5.032299,5.182391,5.095143,5.079919,5.166323,5.089069,5.049800,5.085721,5.267427,5.091669,5.233161,5.093745,5.065037,5.084399,5.091318,5.100337,5.023428,4.988999,4.976344,4.965297
1.257789,1.262923,1.260877,1.283387,1.251584,1.252396,1.252150,1.250773,1.272049,1.253988,1.251842,1.247237,1.259322,1.285863,1.271751,1.273210,1.270135,1.262360,1.274279,1.268037
5.043777,5.006068,5.018602,5.079849,4.974321,5.026251,5.427681,5.081551,5.115431,5.182603,5.368603,5.145911,5.176738,5.368915,5.248725,5.302059,5.280091,5.448617,5.362082,5.376139,5.115369,5.139502,5.157414,5.270061,5.409122,4.947122,5.073106,5.643912,5.418656,5.078419,5.059379,5.059940,4.954392,5.343131,5.423820,5.371123,5.250651,5.422700,5.208309,5.294386,5.277585,5.299619,5.241073,5.216674,5.216451,5.175261,5.318109,5.299429,5.418834,5.082905,5.141368,5.123046,5.028149,5.378811,5.045229,5.068708,5.187465,5.098208,4.971781,4.994140,5.008146,4.978484,5.057168,5.067766,5.262015,5.258335,5.567703,5.174133,5.761882,5.229690,5.810061,5.413124,5.082841,5.232791,5.346165,5.496182,5.198965,5.634858,5.985063,5.553329,5.140920,4.981588,5.572860,5.386256,5.150592,5.126071,5.126475,5.321592,5.196564,4.998452,5.296871,5.265216,5.056182,4.901768,4.855434,4.859815,4.863028,4.860474,4.859256,4.861226
1.257655,1.245022,1.246614,1.245676,1.243440,1.239798,1.240174,1.237382,1.243101,1.241983,1.243635,1.253540,1.246331,1.243830,1.247064,1.241577,1.247163,1.244172,1.249252,1.247180
5.170214,5.130135,5.187126,5.483012,5.229347,5.247546,5.559689,5.562413,5.183933,4.995399,5.001630,5.449044,5.200094,5.678581,5.493814,5.195953,5.022169,4.862240,5.242342,5.345758,5.773912,5.353190,5.470614,5.191895,5.461798,5.206998,5.791588,4.968397,5.035919,5.085942,5.003682,5.032363,5.039213,5.113585,5.127867,5.099265,5.026947,5.129384,4.959383,5.026376,5.268963,5.218459,4.987852,5.344463,4.961119,5.190347,5.266461,5.316700,5.422690,5.319514,5.058744,5.106574,5.326193,5.436574,5.494709,5.344212,5.197647,5.169471,4.967585,5.101577,5.132223,5.143803,5.040663,5.099590,5.203098,5.599545,5.026750,5.062736,5.373657,5.233373,5.100052,5.606987,5.323322,5.256702,5.333099,4.960050,5.001310,5.016943,4.903946,4.881143,5.390955,5.466876,5.383611,5.543092,5.551309,5.223659,4.994425,4.860015,4.912211,4.853877,4.859201,4.862467,4.858848,4.859729,4.860969,4.860675,4.861156,4.862655,4.861485,4.862153
